2025-01-17 15:56:05 | ClientID: 4 | Movie: Moana 2 | Date & Time: 2025-01-17 15:56:05.9720699 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:05.9720699 UTC
2025-01-17 15:56:07 | ClientID: 7 | Movie: The Dark Knight | Date & Time: 2025-01-17 15:56:07.6075413 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:07 | ClientID: 1 | Movie: TENET | Date & Time: 2025-01-17 15:56:07.714564 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:07.714564 UTC
2025-01-17 15:56:07 | ClientID: 2 | Movie: Iron Man (2008) | Date & Time: 2025-01-17 15:56:07.714564 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:07 | ClientID: 5 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:07.7746138 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:07.7746138 UTC
2025-01-17 15:56:07 | ClientID: 9 | Movie: The Matrix | Date & Time: 2025-01-17 15:56:07.8348359 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:07.8348359 UTC
2025-01-17 15:56:07 | ClientID: 5 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:07.7746138 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:07 | ClientID: 7 | Movie: TENET | Date & Time: 2025-01-17 15:56:07.9602142 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:07.9602142 UTC
2025-01-17 15:56:08 | ClientID: 9 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:08.0043633 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.0043633 UTC
2025-01-17 15:56:08 | ClientID: 8 | Movie: Inception | Date & Time: 2025-01-17 15:56:08.0205058 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.0205058 UTC
2025-01-17 15:56:08 | ClientID: 8 | Movie: Inception | Date & Time: 2025-01-17 15:56:08.0205058 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:08 | ClientID: 3 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:08.0807937 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.0807937 UTC
2025-01-17 15:56:08 | ClientID: 6 | Movie: Moana 2 | Date & Time: 2025-01-17 15:56:08.1770086 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.1770086 UTC
2025-01-17 15:56:08 | ClientID: 2 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:08.1770086 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.1770086 UTC
2025-01-17 15:56:08 | ClientID: 10 | Movie: Iron Man (2008) | Date & Time: 2025-01-17 15:56:08.1930149 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.1930149 UTC
2025-01-17 15:56:08 | ClientID: 10 | Movie: Iron Man (2008) | Date & Time: 2025-01-17 15:56:08.1930149 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:08 | ClientID: 2 | Movie: The Matrix | Date & Time: 2025-01-17 15:56:08.2992331 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.2992331 UTC
2025-01-17 15:56:08 | ClientID: 8 | Movie: Iron Man (2008) | Date & Time: 2025-01-17 15:56:08.347204 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.347204 UTC
2025-01-17 15:56:08 | ClientID: 8 | Movie: Iron Man (2008) | Date & Time: 2025-01-17 15:56:08.347204 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:08 | ClientID: 1 | Movie: Moana 2 | Date & Time: 2025-01-17 15:56:08.4360051 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.4360051 UTC
2025-01-17 15:56:08 | ClientID: 4 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:08.4520543 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.4520543 UTC
2025-01-17 15:56:08 | ClientID: 7 | Movie: The Dark Knight | Date & Time: 2025-01-17 15:56:08.4360051 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:08 | ClientID: 4 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:08.4520543 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:08 | ClientID: 1 | Movie: Moana 2 | Date & Time: 2025-01-17 15:56:08.4360051 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:08 | ClientID: 3 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:08.5278046 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.5278046 UTC
2025-01-17 15:56:08 | ClientID: 3 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:08.5278046 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:08 | ClientID: 9 | Movie: Iron Man (2008) | Date & Time: 2025-01-17 15:56:08.6514526 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.6514526 UTC
2025-01-17 15:56:08 | ClientID: 1 | Movie: Moana 2 | Date & Time: 2025-01-17 15:56:08.6672489 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.6672489 UTC
2025-01-17 15:56:08 | ClientID: 1 | Movie: Moana 2 | Date & Time: 2025-01-17 15:56:08.6672489 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:08 | ClientID: 6 | Movie: TENET | Date & Time: 2025-01-17 15:56:08.7273274 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.7273274 UTC
2025-01-17 15:56:08 | ClientID: 4 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:08.7432939 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.7432939 UTC
2025-01-17 15:56:08 | ClientID: 8 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:08.7432939 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:08 | ClientID: 3 | Movie: TENET | Date & Time: 2025-01-17 15:56:08.7273274 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:08 | ClientID: 5 | Movie: The Dark Knight | Date & Time: 2025-01-17 15:56:08.7273274 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:08 | ClientID: 2 | Movie: The Matrix | Date & Time: 2025-01-17 15:56:08.9044243 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.9044243 UTC
2025-01-17 15:56:08 | ClientID: 2 | Movie: The Matrix | Date & Time: 2025-01-17 15:56:08.9044243 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:08 | ClientID: 5 | Movie: The Matrix | Date & Time: 2025-01-17 15:56:08.9513975 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.9513975 UTC
2025-01-17 15:56:08 | ClientID: 9 | Movie: Moana 2 | Date & Time: 2025-01-17 15:56:08.9634109 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.9634109 UTC
2025-01-17 15:56:08 | ClientID: 4 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:08.9955791 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:08.9955791 UTC
2025-01-17 15:56:09 | ClientID: 4 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:08.9955791 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:09 | ClientID: 7 | Movie: The Dark Knight | Date & Time: 2025-01-17 15:56:09.0593648 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:09.0593648 UTC
2025-01-17 15:56:09 | ClientID: 5 | Movie: TENET | Date & Time: 2025-01-17 15:56:09.1366587 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:09.1366587 UTC
2025-01-17 15:56:09 | ClientID: 10 | Movie: Interstellar | Date & Time: 2025-01-17 15:56:09.1524374 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:09.1524374 UTC
2025-01-17 15:56:09 | ClientID: 7 | Movie: The Matrix | Date & Time: 2025-01-17 15:56:09.1845973 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:09.1845973 UTC
2025-01-17 15:56:09 | ClientID: 7 | Movie: The Matrix | Date & Time: 2025-01-17 15:56:09.1845973 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:09 | ClientID: 1 | Movie: Moana 2 | Date & Time: 2025-01-17 15:56:09.3427578 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:09.3427578 UTC
2025-01-17 15:56:09 | ClientID: 1 | Movie: Moana 2 | Date & Time: 2025-01-17 15:56:09.3427578 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:09 | ClientID: 3 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:09.3744713 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:09.3744713 UTC
2025-01-17 15:56:09 | ClientID: 2 | Movie: The Amazing Spiderman | Date & Time: 2025-01-17 15:56:09.4518251 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:09.4518251 UTC
2025-01-17 15:56:09 | ClientID: 3 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:09.3744713 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:09 | ClientID: 1 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:09.5236156 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:09.5236156 UTC
2025-01-17 15:56:09 | ClientID: 6 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:09.5716193 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:09.5716193 UTC
2025-01-17 15:56:09 | ClientID: 8 | Movie: The Matrix | Date & Time: 2025-01-17 15:56:09.5716193 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:09 | ClientID: 1 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:09.5236156 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:09 | ClientID: 8 | Movie: The Dark Knight | Date & Time: 2025-01-17 15:56:09.7138157 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:09.7138157 UTC
2025-01-17 15:56:09 | ClientID: 1 | Movie: Inception | Date & Time: 2025-01-17 15:56:09.7745237 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:09.7745237 UTC
2025-01-17 15:56:09 | ClientID: 8 | Movie: The Dark Knight | Date & Time: 2025-01-17 15:56:09.7138157 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:09 | ClientID: 9 | Movie: The Dark Knight | Date & Time: 2025-01-17 15:56:09.8354294 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:09.8354294 UTC
2025-01-17 15:56:09 | ClientID: 5 | Movie: Inception | Date & Time: 2025-01-17 15:56:09.851403 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:09.851403 UTC
2025-01-17 15:56:09 | ClientID: 9 | Movie: The Dark Knight | Date & Time: 2025-01-17 15:56:09.8354294 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:10 | ClientID: 3 | Movie: The Dark Knight | Date & Time: 2025-01-17 15:56:10.0084083 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.0084083 UTC
2025-01-17 15:56:10 | ClientID: 1 | Movie: Moana 2 | Date & Time: 2025-01-17 15:56:10.0403585 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.0403585 UTC
2025-01-17 15:56:10 | ClientID: 7 | Movie: Iron Man (2008) | Date & Time: 2025-01-17 15:56:10.0529231 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.0529231 UTC
2025-01-17 15:56:10 | ClientID: 2 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:10.0529231 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:10 | ClientID: 8 | Movie: Iron Man (2008) | Date & Time: 2025-01-17 15:56:10.1136955 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:10 | ClientID: 7 | Movie: Iron Man (2008) | Date & Time: 2025-01-17 15:56:10.0529231 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:10 | ClientID: 10 | Movie: The Dark Knight | Date & Time: 2025-01-17 15:56:10.1455572 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.1455572 UTC
2025-01-17 15:56:10 | ClientID: 5 | Movie: The Amazing Spiderman | Date & Time: 2025-01-17 15:56:10.2060061 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.2060061 UTC
2025-01-17 15:56:10 | ClientID: 5 | Movie: The Amazing Spiderman | Date & Time: 2025-01-17 15:56:10.2060061 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:10 | ClientID: 8 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:10.2341174 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.2341174 UTC
2025-01-17 15:56:10 | ClientID: 8 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:10.2341174 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:10 | ClientID: 9 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:10.3425058 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.3425058 UTC
2025-01-17 15:56:10 | ClientID: 1 | Movie: TENET | Date & Time: 2025-01-17 15:56:10.4009922 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.4009922 UTC
2025-01-17 15:56:10 | ClientID: 1 | Movie: TENET | Date & Time: 2025-01-17 15:56:10.4009922 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:10 | ClientID: 6 | Movie: TENET | Date & Time: 2025-01-17 15:56:10.4648766 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.4648766 UTC
2025-01-17 15:56:10 | ClientID: 10 | Movie: Inception | Date & Time: 2025-01-17 15:56:10.4968425 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.4968425 UTC
2025-01-17 15:56:10 | ClientID: 6 | Movie: TENET | Date & Time: 2025-01-17 15:56:10.4648766 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:10 | ClientID: 10 | Movie: Inception | Date & Time: 2025-01-17 15:56:10.4968425 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:10 | ClientID: 4 | Movie: Inception | Date & Time: 2025-01-17 15:56:10.5607041 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.5607041 UTC
2025-01-17 15:56:10 | ClientID: 7 | Movie: The Matrix | Date & Time: 2025-01-17 15:56:10.6050722 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.6050722 UTC
2025-01-17 15:56:10 | ClientID: 3 | Movie: Interstellar | Date & Time: 2025-01-17 15:56:10.6210694 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.6210694 UTC
2025-01-17 15:56:10 | ClientID: 9 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:10.6336004 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.6336004 UTC
2025-01-17 15:56:10 | ClientID: 4 | Movie: Inception | Date & Time: 2025-01-17 15:56:10.5607041 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:10 | ClientID: 7 | Movie: The Matrix | Date & Time: 2025-01-17 15:56:10.6050722 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:10 | ClientID: 9 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:10.6336004 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:10 | ClientID: 6 | Movie: The Dark Knight | Date & Time: 2025-01-17 15:56:10.7773617 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.7773617 UTC
2025-01-17 15:56:10 | ClientID: 3 | Movie: Iron Man (2008) | Date & Time: 2025-01-17 15:56:10.8499463 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.8499463 UTC
2025-01-17 15:56:10 | ClientID: 3 | Movie: Iron Man (2008) | Date & Time: 2025-01-17 15:56:10.8499463 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:10 | ClientID: 9 | Movie: The Amazing Spiderman | Date & Time: 2025-01-17 15:56:10.8819169 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.8819169 UTC
2025-01-17 15:56:10 | ClientID: 8 | Movie: Inception | Date & Time: 2025-01-17 15:56:10.9584811 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:10.9584811 UTC
2025-01-17 15:56:10 | ClientID: 2 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:10.9584811 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:10 | ClientID: 9 | Movie: The Amazing Spiderman | Date & Time: 2025-01-17 15:56:10.8819169 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:11 | ClientID: 10 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:11.0353325 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:11.0353325 UTC
2025-01-17 15:56:11 | ClientID: 10 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:11.0353325 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:11 | ClientID: 4 | Movie: Inception | Date & Time: 2025-01-17 15:56:11.1436211 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:11.1436211 UTC
2025-01-17 15:56:11 | ClientID: 4 | Movie: Inception | Date & Time: 2025-01-17 15:56:11.1436211 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:11 | ClientID: 4 | Movie: Inception | Date & Time: 2025-01-17 15:56:11.2596658 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:11.2596658 UTC
2025-01-17 15:56:11 | ClientID: 4 | Movie: Inception | Date & Time: 2025-01-17 15:56:11.2596658 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:11 | ClientID: 5 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:11.3235354 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:11.3235354 UTC
2025-01-17 15:56:11 | ClientID: 5 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:11.3235354 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:11 | ClientID: 1 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:11.4046293 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:11.4046293 UTC
2025-01-17 15:56:11 | ClientID: 6 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:11.4958157 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:11.4958157 UTC
2025-01-17 15:56:11 | ClientID: 6 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:11.4958157 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:11 | ClientID: 10 | Movie: Moana 2 | Date & Time: 2025-01-17 15:56:11.5397673 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:11.5397673 UTC
2025-01-17 15:56:11 | ClientID: 7 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:11.5722502 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:11.5722502 UTC
2025-01-17 15:56:11 | ClientID: 7 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:11.5722502 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:11 | ClientID: 5 | Movie: The Matrix | Date & Time: 2025-01-17 15:56:11.7859807 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:11.7859807 UTC
2025-01-17 15:56:11 | ClientID: 2 | Movie: Forrest Gump | Date & Time: 2025-01-17 15:56:11.8020039 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:11.8020039 UTC
2025-01-17 15:56:11 | ClientID: 3 | Movie: Inception | Date & Time: 2025-01-17 15:56:11.7859807 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:11 | ClientID: 5 | Movie: The Matrix | Date & Time: 2025-01-17 15:56:11.7859807 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:11 | ClientID: 1 | Movie: The Dark Knight | Date & Time: 2025-01-17 15:56:11.9785327 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:11.9785327 UTC
2025-01-17 15:56:12 | ClientID: 8 | Movie: Interstellar | Date & Time: 2025-01-17 15:56:12.0596451 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:12 | ClientID: 4 | Movie: The Amazing Spiderman | Date & Time: 2025-01-17 15:56:12.1403213 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:12.1403213 UTC
2025-01-17 15:56:12 | ClientID: 4 | Movie: The Amazing Spiderman | Date & Time: 2025-01-17 15:56:12.1403213 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:12 | ClientID: 2 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:12.1881801 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:12.1881801 UTC
